artist,duration,album,genre,title,year,,
TEN MADISON,283.76771,Grounded,downtempo,Leaving Melbourne,2006,,
Daath,267.78077,The Hinderers,technical death metal,Cosmic Forge (LP Version),2006,,
Stefon Harris,538.27873,African Tarantella,hard bop,From the Gardner Meditations: African Tarantella,2006,,
Between The Buried And Me,325.11955,The Anatomy Of,alternative metal,Geek USA (Album Version),2006,,
George Lopez,215.7971,E.M.C. [Edited],california,Kids Now,2006,,
Hi-Tack,345.96526,Say Say Say (Waiting 4 U),progressive house,Say Say Say (Waiting 4 U) (Tocadisco's Not Guilty Remix),2006,,
Papoose,46.47138,21 Gun Salute,hip hop,Intro,2006,,
J. Peter Robinson,161.59302,The World's Fastest Indian,soundtrack,Jake,2006,,
N.W.A.,165.19791,The Best Of N.W.A: The Strength Of Street Knowledge,gangster rap,Approach To Danger (Edited),2006,,
Brian Littrell,236.45995,Welcome Home,ccm,Wish,2006,,
Rihanna,244.50567,SOS,dance pop,SOS,2006,,
Headliners,169.56036,Das Album zum Film,hard house,Negativ Song,2006,,
Showbread,264.01914,Age Of Reptiles,post-hardcore,Dinosaur Bones,2006,,
Time Factory,243.56526,No borders,hip house,Fleeting sound,2006,,
Goatwhore,225.64526,A Haunting Curse,black metal,Forever Consumed Oblivion,2006,,
Rance Allen Group,201.27302,Stax Profiles - Rance Allen,jazz funk,The Painter,2006,,
Dark Fortress,459.33669,SA(c)ance,sympho black metal,Ghastly Indoctrination,2006,,
Negura Bunget,431.72526,OM,black metal,Cunoasterea Tacuta,2006,,
Roger Sanchez,532.37506,Lost,progressive house,Lost,2006,,
Ayo,240.95302,Down On My Knees,neo soul,Down On My Knees,2006,,
Grayson Capps,124.18567,Wail & Ride,blues-rock,Give It To Me,2006,,
Danielle Bollinger,555.54567,When The Broken Hearted Love Again,tribal house,When the Broken Hearted Love Again,2006,,
Uriah Heep,243.98322,Easy Livin' - The Singles A's & B's,heavy metal,Son Of A Bitch,2006,,
Nick Colionne,215.14404,Keepin' It Cool,smooth jazz,If You Ask Me,2006,,
Damone,217.20771,Out Here All Night,chill-out,Child Of The Night,2006,,
Intex Systems,131.13424,Research & Development,dubstep,Vapour Fragments,2006,,
Silverstein,242.83383,18 CANDLES: THE EARLY YEARS,post-hardcore,MY CONSOLATION (LP Version),2006,,
Hatebreed,136.95955,Supremacy,hardcore punk,As Diehard As They Come (Album Version),2006,,
Ayo,212.71465,Joyful,neo soul,Complain,2006,,
Kary Ng,209.55383,With A Boy Like You,cantonese pop,Ai Ni Bian Cheng Hen Ni,2006,,
Leonid Rudenko,395.28444,Summerfish,chill-out,Summerfish,2006,,
Quadro Nuevo,272.92689,Tango Bitter Sweet,tango,Swing Vagabond,2006,,
Nick Cave & The Bad Seeds,345.75628,The Boatmans Call,rock,Where Do We Go Now But Nowhere,2006,,
Zeca Baleiro,246.49098,Baladas Do Asfalto e Outros Blue Ao Vivo,brazilian pop music,NAPSo Adianta,2006,,
He Is Legend,207.12444,Suck Out The Poison,southern rock,Stampede,2006,,
Mouth Of The Architect,475.21914,111,doom metal,Harboring An Apparition,2006,,
It Dies Today,179.40853,Sirens,post-hardcore,One the road (to Damnation),2006,,
Ciaran Byrne,150282,Galtrim,downtempo,Signs Can Hear All,2006,,
Monty Are I,279.24853,Wall Of People,post-hardcore,O Brother,2006,,
The Reverend Peyton's Big Damn Band,179.46077,Big Damn Nation,delta blues,My Old Man Boogie,2006,,
Sick Puppies,190.9024,Dressed Up As Life,post-grunge,Deliverance,2006,,
Snow Patrol,276.68853,Eyes Open,indie rock,In My Arms,2006,,
Taking Back Sunday,219.79383,Louder Now,post-hardcore,Spin (Album Version),2006,,
The Presets,243.9571,Truth & Lies,dance rock,Truth And Lies,2006,,
Taylor Swift,245.78567,Fearless,country,Should've Said No,2006,,
Gym Class Heroes,254.51057,As Cruel As School Children,hip hop,New Friend Request (Amended Version),2006,,
Joe Satriani,300.82567,Satriani Live,instrumental rock,Just Like Lightnin',2006,,
Dario Marianelli,227.99628,Goodbye Bafana,symphony,The Harbour,2007,,
Soul Ballet,224.86159,LAViSH,smooth jazz,da da Diamonds,2007,,
Dax Riggs,157.36118,We Sing of Only Blood or Love,blues-rock,Didn't Know Yet What I'd Know When I Was Bleedin',2007,,
Hot Chip,182.15138,Worried Noodles,dance rock,No,2007,,
Jesse Malin,219.19302,Broken Radio,urban folk,Broken Radio,2007,,
Session Americana,210.31138,Beer Town: The Table Top Collective Vol. 3,roots rock,Ice Cream Man,2007,,
The Wreckers,211.59138,Way Back Home: Live From New York City,country music,Damn That Radio [Live],2007,,
Soul Ballet,330.37016,LAViSH,smooth jazz,the Cool Down,2007,,
3 Doors Down,203.2322,The Better Life - Deluxe Edition,post-grunge,Better Life,2007,,
Leo Gandelman,222.98077,Lounjazz,brazilian jazz,Bari Bossa,2007,,
Danny Elfman,269.7922,The Kingdom,soundtrack,The Kingdom - Titles,2007,,
iTAL tEK,293.09342,Blood Line,dubstep,Tokyo Freeze,2007,,
I Hate Sally,163.63057,Don't Worry Lady,post-hardcore,Martha Served,2007,,
Redman,209.84118,Red Gone Wild,hip hop,Suicide,2007,,
Brian Tyler,128.54812,Partition,soundtrack,Festival Of Holi,2007,,
Oesch's die Dritten,209.97179,Jodelzauber,folk,Der weisse Mond von Maratonga,2007,,
Led Zeppelin,330.78812,Mothership,blues-rock,The Song Remains The Same (2007 Remastered Album Version),2007,,
Alex Gopher,164.0224,Alex Gopher (Versailles Special Edition),deep house,Song For Paul,2007,,
MAY=negarm,92.76036,Vargstenen,viking metal,Vargbrodern Talar,2007,,
Tum Tum,231.33995,Eat Or Get Ate,dirty south rap,Eat Or Get Ate,2007,,
RaphaA<<l,234.39628,Une Nuit Au ChAC/telet,chanson,Caravane (Live 2006),2007,,
Every Time I Die,148.92363,The Big Dirty,alternative metal,Depressionista,2007,,
Eko Fresh,234.60526,Ekaveli,pop rap,Et kA1/4tt wie et kA1/4tt,2007,,
Asleep At The Wheel,180.50567,Santa Loves to Boogie,western swing,I Hate Christmas,2007,,
Foo Fighters,253.67465,The Pretender,grunge,If Ever,2007,,
Bob Marley & The Wailers,320.15628,Legend,reggae,Three Little Birds,2007,,
Chimaira,323.18649,Resurrection,groove metal,The Flame,2007,,
Tracy Byrd,227.57832,Ten Rounds,honky tonk,Just Let Me Be In Love,2007,,
Talib Kweli,196.33587,Eardrum,hip hop,Everything Man (Album Version),2007,,
Soilwork,258.16771,Sworn To A Great Divide,death metal,As The Sleeper Awakes,2007,,
Luke Vibert,420.15302,Mate Tron,trip hop,Mate Tron,2007,,
Patton Oswalt,338.05016,Werewolves and Lollipops,parody,You Are Allowed 20 Birthday Parties (Album),2007,,
Sirka Ragnar,177.94567,I am_ you are_ he/she/it is,indietronica,Port now!,2007,,
Busdriver,223.68608,Sun Shower,alternative hip hop,Sun Shower (Single Version),2007,,
The Radio Dept.,256.02567,Freddie And The Trojan Horse,shoegaze,Closing Scene,2007,,
It Dies Today,184.24118,Sirens,post-hardcore,Sixth of June,2007,,
Princess Lover,262.45179,Tous Mes RAaves,island music,Prends-Moi La Main,2007,,
Shaggy,223.4771,Intoxication,reggae,Criteria,2007,,
KT Tunstall,282.5922,Saving My Face,folk-pop,Paper Aeroplane (Live From 'Drastic Fantastic' Tour),2007,,
Vulture Industries,379.29751,The Dystopia Journals,avantgarde metal,The Benevolent Path,2007,,
At All Cost,443.68934,Circle Of Demons,post-hardcore,Drugs,2007,,
Liquid Stranger,249.49506,The Invisible Conquest,dub,Drop Sacrifice,2007,,
Radiohead,237.21751,In Rainbows,british pop,15 Step,2007,,
Polkaholix,190.56281,The Great Polka Swindle,polka,Machopolka,2007,,
Talib Kweli,222.11873,Eardrum,hip hop,Say Something [featuring Jean Grae] (Album Version),2007,,
Since The Flood,117.08036,No Compromise,hardcore metal,All For Nothing,2007,,
Bessie Smith,195.70893,Bessie Smith,chicago blues,Gin House Blues,2007,,
Les Brown,172.87791,Live 12 May 1957,blues-rock,Harlem Nocturne,2007,,
Gabriel Yared,100.0224,1408,latin jazz,Ship in a Painting,2007,,
Cockney Rejects,182.25587,Unforgiven,oi,Big Time Charlie,2007,,
Rooney,171.93751,Calling The World,power pop,Get Away,2007,,
Pelle Carlberg,247.24853,In A Nutshell,twee pop,Clever Girls Like Clever Boys Much More Than Clever Boys Like Clever Girls,2007,,
8Ball & MJG,236.93016,Ridin' High,dirty south rap,Pimpin' Don't Fail Me Now [Featuring Jazze Pha and Juvenile] (Explicit Album Version),2007,,
!!!,143.98649,Myth Takes,dance-punk,Myth Takes,2007,,
Milieu,371.87873,Remodelled,downtempo,Blackwood Moth,2007,,
Plies featuring Tank,218.04363,The Real Testament,gangster rap,You (featuring Tank) (Amended Album Version),2007,,
The White Stripes,274.59873,Icky Thump,blues-rock,Im Slowly Turning Into You,2007,,
Rihanna,208.16934,Good Girl Gone Bad: The Remixes,dance pop,Good Girl Gone Bad,2007,,
Atman,264.25424,97 | 07,downtempo,Dancing With the Goddess (ttt rmx),2007,,
Plies,233.42975,The Real Testament,gangster rap,Goons Lurkin (Instrumental Album Version),2007,,
Between The Buried And Me,516.62322,Colors,alternative metal,Prequel To The Sequel (Album Version),2007,,
The Antlers,277.99465,In the Attic of the Universe,chamber pop,Stairs To the Attic,2007,,
Kelly Sweet,504.92036,We Are One Remixes,chill-out,We Are One,2007,,
Sundial Aeon,459.93751,Apotheosis,downtempo,love shelter,2007,,
From Autumn To Ashes,175.80363,Holding A Wolf By The Ears,post-hardcore,Sensory Deprivation Adventure,2007,,
Soul Ballet,462.07955,LAViSH,smooth jazz,Tuscan Chica,2007,,
Jeckyll & Hyde,220.55138,The Album,hardstyle,Time Flies,2007,,
Skeletonwitch,173.37424,Beyond the Permafrost,speed metal,Sacrifice for the Slaughtergod,2007,,
K.I.Z.,331.31057,Hahnenkampf Live,hip hop,Walpurgisnacht,2007,,
King Curtis,199.20934,The Platinum Collection,instrumental rock,Ode To Billie Joe  (Live @ Fillmore West),2007,,
Aceyalone,170.1873,Lightning Strikes,hip hop,Suicide,2007,,
Mademoiselle Sane,173.13914,La petite boite en fer,cabaret,Cabaret,2007,,
Funeral For A Friend,251.21914,The Great Wide Open,post-hardcore,Juneau [Live],2007,,
Hanoi Rocks,236.35546,Street Poetry,heavy metal,Walkin' Away,2007,,
Rihanna,283.8722,Just Dance,dance pop,Don't Stop The Music,2007,,
Anna Abreu,205.45261,Anna Abreu,shock rock,Shame,2007,,
Cockney Rejects,241.50159,Unforgiven,oi,It's Alright Bruv,2007,,
Klaus Badelt,592.56118,Premonition,chill-out,Severe Severing,2007,,
Seventh Star,184842,The Undisputed Truth,christian hardcore,I Versus I,2007,,
Boogie Pimps,333.89669,Then Came You,hard house,Then Came You,2007,,
Bone Thugs-N-Harmony / Akon,286.30159,Strength & Loyalty,gangster rap,Never Forget Me,2007,,
The Dreamtree Project,798.1971,Jadur Madur,dub,Bliss,2007,,
Eddie,243.17342,Brazil Classics 7: What's Happening in Pernambuco_ New Sounds of the Brazilian Northeast,frevo,Pode Me Chamar,2007,,
Eagles,427.36281,Long Road Out Of Eden,country rock,Last Good Time In Town,2007,,
Concretes,204.85179,Hey Trouble,pop rock,Souvenirs,2007,,
ZO2,346.51383,Ain't It Beautiful,hard rock,Comin' Home,2007,,
Minipop,163.00363,A New Hope,dream pop,Fingerprints,2007,,
Marco Beltrami,91.37587,Live Free Or Die Hard,soundtrack,Dead Hackers,2007,,
Galactic,238.96771,From the Corner To the Block,jazz funk,Think Back,2007,,
The Balustrade Ensemble,285.3873,Capsules,trip hop,Fall Away Into Darkness,2007,,
MAY=negarm,264.6722,Vargstenen,viking metal,Ur SjA$?lslig DAPd,2007,,
Daddy Yankee,235.15383,El Cartel: The Big Boss,reggaeton,A Lo Clasico,2007,,
Hey Colossus,251.81995,Project: Death,stoner metal,45 Pounds,2007,,
Owl City,187.6371,Of June,synthpop,Panda Bear,2007,,
SWAMI featuring Asuivre,260.28363,EQUALIZE,downtempo,Give It What U Got,2007,,
Funeral For A Friend,261.14567,Tales Don't Tell Themselves,post-hardcore,Crash And Burn [Home Demo],2007,,
Nine Inch Nails,256.83546,Survivalism,industrial metal,Survivalism,2007,,
Little Milton,438.88281,Grits Ain't Groceries,electric blues,Walking The Back Streets And Crying,2007,,
MIMS,181.28934,Music Is My Savior,pop rap,Cop It,2007,,
Fountains Of Wayne,126.87628,Traffic and Weather,power pop,You Gotta Go,2007,,
Pierre Perret,132.07465,Le Plaisir des Dieux,chanson,"Les Trois OrfA""vres",2007,,
James Newton Howard,108.35546,Michael Clayton,instrumental pop,U North,2007,,
Since The Flood,194.92526,No Compromise,hardcore metal,Guardian Angel,2007,,
Jason Michael Carroll,229.8771,Waitin' In The Country,country rock,No Good In Goodbye,2007,,
Malkit Singh,430.94159,Best Of Golden Star,broken beat,Holli Holi Nach Kuriye,2007,,
BMX Bandits,208.40444,Bee Stings,indie rock,After I Made Love To You,2007,,
50 Cent,27.68934,Dealin' w/50,gangster rap,In Da House Skit,2007,,
George Lopez,238.99383,America's Mexican,california,Mas P**' (America'S Mexican),2007,,
Photo Atlas,189.75302,No_ Not Me_ Never,dance-punk,Red Orange Yellow,2007,,
Rooney,199.28771,Calling The World,power pop,Jump In My Bed,2007,,
All Time Low,221.67465,So Wrong_ It's Right,pop punk,Shameless,2007,,
Reel Big Fish,253.09995,Monkeys For Nothin' And The Chimps For Free,ska punk,Cannibal (Dance Mix),2007,,
W.A.S.P.,193.74975,Dominator,heavy metal,Heaven's Hung In Black (Reprise),2007,,
Britney Spears,530.12853,Break The Ice: Dance Remixes,dance pop,Break The Ice,2007,,
Kelly Sweet,256.93995,We Are One,chill-out,Ready For Love,2007,,
Avril Lavigne,232202,The Best Damn Thing,teen pop,Innocence,2007,,
Everyday Sunday,168.95955,Wake Up! Wake Up!,post-grunge,Wake Up! Wake Up! (Wake Up! Wake Up! Album Version),2007,,
Jah Cure,210.85995,The Ultimate Reggae Dancehall X-Perience 2008,roots reggae,To Your Arms of Love,2007,,
Doyle Bramhall,235.59791,Is It News,blues-rock,Chateau Strut,2007,,
John Mayall,264.6722,IN THE PALACE OF THE KING,blues-rock,Now I Got A Woman,2007,,
Rihanna,199.6273,Good Girl Gone Bad: The Remixes,dance pop,Breakin' Dishes,2007,,
RyanDan,255.76444,Ryan Dan,neoclassical,Wind Beneath My Wings,2007,,
Back Door Slam,319.84281,Roll Away,blues-rock,Heavy On My Mind (Album Version),2007,,
Pepper,264.59383,To Da Max,reggae,Point And Shoot (Demo),2007,,
SWAMI featuring Ishmael Morabe,275.90485,EQUALIZE,downtempo,Break,2007,,
The Notorious B.I.G.,316.65587,Greatest Hits,gangster rap,Who Shot Ya (Amended Album Version),2007,,
Los MuA+-equitos De Matanzas,301.19138,Rumberos de Corazon- 50 Aniversario,rumba,Te Ando Buscando,2007,,
Patrick Lamb,290.37669,Soul of a Free Man,bossa nova,I Remember,2007,,
Joe Rogan,183.97995,Shiny Happy Jihad,comedy,Fear Factor (Shiny Happy Jihad),2007,,
Shriekback,234.68363,Glory Bumps,alternative dance,Squanderer,2007,,
Drowning Pool,248.78975,Full Circle,post-grunge,Reborn (Explicit),2007,,
Jesse Malin and The St. Marks Social,243722,Love it to Life,urban folk,Revelations,2007,,
Theodor Zox,353.17506,What's in a number EP,tech house,What's in a number & Feed me lies remixes,2007,,
Russell Malone,286.6673,Playground,cool jazz,Sugar Buzz,2007,,
Truckfighters,270.44526,Phi,stoner rock,Traffic,2007,,
Babylon Disco,181.39383,Natsukashii,breakcore,Multiplayer,2007,,
Annie Blanchard,252.44689,Sur l'autre rive,pop folk,La vA(c)ritA(c),2007,,
Kings Of Leon,466.65098,Sex On Fire,southern rock,Knocked Up,2007,,
CA(c)line Dion,224.20853,Taking Chances,soft rock,The Reason I Go On,2007,,
Remmy Ongala,348.52526,Songs For The Poor Man,soukous,Karola,2007,,
Scarlet's Remains,198.73914,The Palest Grey,gothic metal,Spin,2007,,
Dax Riggs,150.15138,We Sing of Only Blood or Love,blues-rock,Radiation Blues,2007,,
Liars,136.17587,Liars,experimental rock,Cycle Time,2007,,
2raumwohnung,357.85098,36 Grad Remixe,tech house,Ja (Hanno's Poppersmonstermix),2007,,
RyanDan,235.12771,RyanDan,neoclassical,Always,2007,,
The Balustrade Ensemble,226.76853,Capsules,trip hop,Crushed Pears,2007,,
Caspian,125.07383,The Four Trees,space rock,The Dropsonde,2007,,
The Last Eighth feat. Dumi Right(Zimbabwe Legit) and Skillz,239.33342,House of Stone,hip hop,No Mercy Remix (Cade Money Remix),2007,,
Vivian,227.76118,Vivianism,happy hardcore,Bad Creation,2007,,
Goldfish,159.45098,Coming Home,chill-out,Watch Out for The Birdsongs,2007,,
Enrique Iglesias,222.14485,Big Summer Tunes,dance pop,Do You Know? (The Ping Pong Song),2007,,
AndrA(c) Minvielle,295.96689,La Vie D'Ici Bas,jazz,Les Chaudrons,2007,,
Tigertailz,309.18485,Thrill Pistol / Wazbones,glam rock,Thrill Pistol,2007,,
James Taylor Quartet,198.3473,Don't Mess With Mr T,jazz funk,Got To Give It Up,2007,,
James Taylor Quartet,188.94322,Don't Mess With Mr T,jazz funk,Cleo's Mood,2007,,
Klaus Badelt,203.15383,Rescue Dawn,chill-out,Dieter's Theme,2007,,
Sugar Minott,193.93261,The Serious Reggae Album Vol 2 Prt 2,roots reggae,Now We Know,2007,,
Lupe Fiasco feat. GemStones and Graham Burris,211.69587,Superstar,hip hop,Dumb It Down (Live From Chicago),2007,,
Finntroll,278.93506,Ur Jordens Djup,heavy metal,OrmhA$?xan,2007,,
Simply Red,302.49751,So Not Over You,pop rock,So Not Over You (Motivo-Pop Lectro Mix),2007,,
Nightwish,301.06077,Made In Hong Kong (And In Various Other Places),sympho black metal,Escapist,2007,,
Swallow The Sun,509.49179,Hope,sympho black metal,Doomed To Walk The Earth,2007,,
Colombiafrica - The Mystic Orchestra,318.79791,Voodoo Love Inna Champeta Land,soukous,Sambangole / Tres Golpes Na' Mas,2007,,
Sugar Minott,207.90812,Good Thing Going,roots reggae,Make It With You,2007,,
Jupiter Rising,193.4624,Electropop,pop rap,They Say (Album),2007,,
Philip Glass,93.33506,Theater Music Archive Volume 1,chamber music,Left Alone...,2007,,
Richard Hawley And Death Ramps_ Arctic Monkeys,139.78077,Teddy Picker,garage rock,Bad Woman,2007,,
Lizzy Borden,379.11465,Appointment With Death,heavy metal,The Darker Side,2007,,
Reel Big Fish,153.67791,Monkeys For Nothin' And The Chimps For Free,ska punk,Why Do All Girls Think They're Fat (Album),2007,,
Wyclef Jean,287.50322,CARNIVAL VOL. II Memoirs of an Immigrant,hip hop,Heaven's In New York,2007,,
Primordial,458.9971,All Empires Fall,folk metal,Empire Falls,2007,,
Blind Lemon Jefferson,201.79546,Penitentiary Blues,country blues,Long Distance Moan,2007,,
Aeoliah,307.09506,Divinaura,meditation,For Your Passion My Love,2007,,
Workhorse,349.6224,Beasts of Burden,dirty south rap,Serus,2007,,
Dimmu Borgir,259.02975,In Sorte Diaboli,black metal,The Chosen Legacy,2007,,
Les Blaireaux,297.76934,En concert au Splendid,chanson,Le gardien de musA(c)e,2007,,
Total Fucking Destruction,132.17914,Zen And The Art Of Total Fucking Destruction,experimental rock,Enslaved By Propaganda,2007,,
Eagles,261.17179,Long Road Out Of Eden,country rock,I Don't Want To Hear Any More,2007,,
Information Society,233.42975,Synthesizer,freestyle,More to This,2007,,
The Flies,222.40608,The Flies,freakbeat,All Too Human,2007,,
Yung Joc,193.64526,Hustlenomics,gangster rap,BYOB (Explicit Album Version),2007,,
Back Door Slam,236.87791,Roll Away,blues-rock,It'll All Come Around (Album Version),2007,,
Funeral For A Friend,228.64934,Tales Don't Tell Themselves,post-hardcore,All Hands On Deck part 2: Open Water [Album Version],2007,,
Novembre,295.23546,The Blue,doom metal,Triesteitaliana,2007,,
Pride Tiger,229.22404,The Lucky Ones,hard rock,56 Days,2007,,
ZO2,276.4273,Ain't It Beautiful,hard rock,Isolate,2007,,
Jason Mraz,740.46649,Selections For Friends,alternative rock,Song For A Friend (Live From Montalvo),2007,,
Baroness,269.71383,The Red Album,sludge metal,Wanderlust,2007,,
Ana Popovic,263.83628,Still Making History,blues-rock,Shadow After Dark,2007,,
Steve Vai,69.90322,Sound Theories Vol. I & II,instrumental rock,The Murder Prologue,2007,,
Busdriver,192.1824,RoadKillOvercoat,alternative hip hop,(Bloody Paw On The) Kill Floor,2007,,
Baroness,354.79465,The Red Album,sludge metal,Grad,2007,,
Wolfchant,208.56118,A Pagan Storm,viking metal,Guardians Of The Forest,2007,,
Kings Of Leon,225.27955,Charmer,southern rock,My Party (Kenna Remix),2007,,
Johnny Osbourne,202.03057,Mr. Budy Bye,roots reggae,Folly Ranking,2007,,
Britt Nicole,203.78077,Say It,ccm,Good Day,2007,,
A Perfect Murder,229.79873,War Of Aggression,groove metal,In Hell (Album Version),2007,,
Jason Mraz,336.43057,Selections For Friends,alternative rock,Did You Get My Message?  (Live From Shubas),2007,,
